kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,nextPageToken,totalResults,resultsPerPage,param_part,param_playlistId,param_maxResults,param_pageToken,queryTime,prevPageToken
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS45REM1NzQ1MDM2OUZDNDMx,2020-01-31 19:23:21+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,"Chesca, Jon Z - Deja De Hablar (Blah Blah Blah)","Directors: Mimi Labisi, Joseph Labisi
Choreographers: Darrion G, Dez Soliven

Music video by Chesca, Jon Z performing Deja De Hablar (Blah Blah Blah). © 2020 Ramirezmusicgroup LLC, A Saban Music Group Joint Venture

http://vevo.ly/CEnkmO",https://i.ytimg.com/vi/I1VM4t7i-iI/default.jpg,120,90,https://i.ytimg.com/vi/I1VM4t7i-iI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/I1VM4t7i-iI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/I1VM4t7i-iI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/I1VM4t7i-iI/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,0,youtube#video,I1VM4t7i-iI,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS5DMTA0RkI2RTNGNUQ0Njgw,2020-01-31 19:23:21+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,JJ Compota - Anoche Que Pasó (Official Video),"Stream or download https://smarturl.it/JJCompotaAQP

Music video by JJ Compota performing Anoche Que Pasó. (C) 2020 José Javier Barrueta Martínez

Suscríbete! https://smarturl.it/JJCompota

""Anoche Que Pasó"". Una canción y videoclip muy frescos, con todos los condimentos para sonar en todos lados. Música de fiesta con sonido actual.

Quiero agradecer a todos los que de una forma u otra participaron en crear esta espectacular canción y videoclip, en especial a mi amigo Ricardo Torrado (Checho) por su gran apoyo incondicional.

Booking: jjcompota@hotmail.com

Follow JJ Compota
https://instagram.com/jjcompota
https://facebook.com/JJCompota
https://twitter.com/JJCompota

#JJCompota #AnocheQuePaso",https://i.ytimg.com/vi/bZwOItVkM64/default.jpg,120,90,https://i.ytimg.com/vi/bZwOItVkM64/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bZwOItVkM64/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bZwOItVkM64/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/bZwOItVkM64/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,1,youtube#video,bZwOItVkM64,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS44NEFDRUNBRDQwODFGNEU1,2020-01-31 20:56:18+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,"Tropkillaz, Recayd Mob - Benzzz","Clique aqui e ouça a música: https://umusicbrazil.lnk.to/BenzzzYD 

SIGA TROPKILLAZ:
https://www.facebook.com/Tropkillaz 
https://www.instagram.com/tropkillaz 
https://twitter.com/tropkillaz

Benzzz part Recayd Mob
(Laudz, Zegon, Derek, MC Igu, Jé Santiago, Dfideliz)

Direção A&R: Henrique Badke 
Gerente A&R: Rogerio Oliveira
Coordenação A&R: Igor Alarcon, Fernanda Mesa, Camilla Lins e Junia Coutinho
Label Manager: Sergio Bernardo
Produzido por: Andre Murilo da Silva e José Henrique
Direção de Vídeo: Naio Rezende

#Tropkillaz #Benzzz #RecaydMob

Music video by Tropkillaz, Recayd Mob performing Benzzz. © 2020 SPA Produções Artísticas / Universal Music International

http://vevo.ly/zHOnSf",https://i.ytimg.com/vi/8B_BV3ojNIQ/default.jpg,120,90,https://i.ytimg.com/vi/8B_BV3ojNIQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8B_BV3ojNIQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8B_BV3ojNIQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8B_BV3ojNIQ/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,2,youtube#video,8B_BV3ojNIQ,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS45NkM5QURGMTI1Rjg4NDRC,2020-01-31 19:23:22+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,"Alejandro Santamaria, Pitizion - La Independiente","Alejandro Santamaria, Pitizion - La Independiente (Video Oficial)

►Escucha mi “EP” en tu plataforma digital preferida: https://UMLE.lnk.to/SantamariaEPYD

►Suscríbete a mi canal: https://www.youtube.com/channel/UCX69RKCm_jvn3kUiT3TgU1g?sub_confirmation=1

►Conéctate conmigo!
Instagram: https://www.instagram.com/santamaria/
Facebook: https://www.facebook.com/alejandrosantamaria

►Letra:
Ella llegó
Vestida de rojo
Se puso a bailar
Al frente de mi
Picándome el ojo.

Yo la miré de arriba abajo
Le dije sin relajo
Tranquila que conmigo
Tú no va a pasar trabajo
Y ella dijo puede ser
Ese cuento me lo sé.

Tu mejor tómate un trago
Tranquilo que yo pago
Y yo pensé en voz alta que fue Dios
El que la trajo
Y ella dijo puede ser, vamo´ a ver.

Y me tocó sufrir
Porque es inteligente
Piensa diferente

No supe que decir
No puedo con ella
Que mujer tan bella


Y Me tocó sufrir
Pero que diga que no yo sigo como un loco
tras su huella
Porque a mi me pone caliente
una mujer independiente.

Pitizion:
Yo un whisky en las rocas
él tomaba vino
creo que un Malbec de esos argentinos
la pasamos bien
pero no soy de las que van de cero a cien.

me llevo pa mi casa
dije luego te escribo
de la puerta no pasas
no te la tires de vivo
que tal el loco
si lo que duraba poquito a poco

y le tocó sufrir
porque le hablé de frente
 pienso diferente
no supo que decir
para su propuesta toda una respuesta

le tocó sufrir
aunque le diga que no
él sigue como un loco tras mi huella
porque lo pone caliente
una mujer independiente.

Ella volvió
al mismo sitio
todo cambio
ya no anda sola
anda conmigo

Y me tocó sufrir
Porque es inteligente
Piensa diferente

No supe que decir
No puedo con ella
Que mujer tan bella

Me tocó sufrir
Pero que diga que no yo sigo como un loco
tras su huella
porque a mí me pone caliente
una mujer independiente





Music video by Alejandro Santamaria, Pitizion performing La Independiente. © 2020 UMG Recordings, Inc.

http://vevo.ly/VHzWkB

#AlejandroSantamaria #Pitizion #LaIndependiente",https://i.ytimg.com/vi/GcSQ2AySB0Q/default.jpg,120,90,https://i.ytimg.com/vi/GcSQ2AySB0Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GcSQ2AySB0Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GcSQ2AySB0Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GcSQ2AySB0Q/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,3,youtube#video,GcSQ2AySB0Q,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS5CMDU4Mjk2QjA2QTIwODZB,2020-01-31 19:23:23+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,Vitão - Um Pouco De Você,"Clique aqui e ouça o álbum: https://umusicbrazil.lnk.to/OuroYD 
 
 
SIGA VITÃO: 
https://www.instagram.com/vitao/ 
https://www.facebook.com/vitaomusic/
 
Um Pouco De Você
(Vitão, Los Brasileros, Carol Biazin, DAY)

Me dá um pouco de você
Sei lá, o resto a gente vê
Transar, até o amanhecer
Vai ver que eu...
Talvez, nem goste de você
Mas to, gostando de te ver
Me dá, um pouco de você
Vai ver que...

Era segunda feira eu tava no fim de semana
Com jeito de quem toca a vida tipo uma viola
Dando rolê de Jurerê até Copacabana
Trampando muito felizão, tipo quem sai da escola
Um belo dia eu conheci uma menina bela
Tão sexy com sotaque de quem veio de fora
Falei pra ela que queria um lance, nada sério
Mas na verdade queria falar, vem me namora

E ela falou amor, porque tu ta lutando contra o amor
Deixa ele te pegar, 
Deixa ele te ganhar
Te ganhar amor

Me dá um pouco de você
Sei lá, o resto a gente vê
Transar, até o amanhecer
Vai ver que eu...
Talvez, nem goste de você
Mas to, gostando de te ver
Me dá, um pouco de você
Vai ver que...

Eu não sei mais ficar sem tu mulher
Virou meu karma, deitar na cama
te taco a chama 
sei que tu gama
diz que me ama
também te amo
te juro amor
também te amo
te quero e te chamo quando peito apertar
saudade bate forte tipo flor
ou quando a vontade faz um corte e vira dor

E ela falou amor, porque tu ta lutando contra o amor
Deixa ele te pegar, 
Deixa ele te ganhar
Que eu prometo tu não vai se arrepender
E eu prometo que eu nunca vou te prender

Deixa ele te pegar, 
Deixa ele te ganhar
Te ganhar amor

Me dá um pouco de você
Sei lá, o resto a gente vê
Transar, até o amanhecer
Vai ver que eu...
Talvez, nem goste de você
Mas to, gostando de te ver
Me dá, um pouco de você
Vai ver que...

Equipe Universal 
Direção A&R: Miguel Cariello e Henrique Badke
Gerência A&R: Miguel Afonso 
Coordenação A&R: Igor Alarcon, Fernanda Mesa e Camilla Lins.
Label Manager: Sérgio Bernardo
Gestão de projeto: Debora Freitas


Equipe Head Media 
Direção A&R – Pedro Dash e Marcelinho Ferraz 
Coordenação A&R – Dinho Ricardo 
Label Manager – José Peña
Produzido por: Leo Ferraz
Direção de Vídeo: Leo Ferraz

#Vitão #Ouro #UmPoucoDeVoce

Music video by Vitão performing Um Pouco De Você. © 2020 Head Media / Universal Music International

http://vevo.ly/4ZRzzL",https://i.ytimg.com/vi/pZXcv8bcJaM/default.jpg,120,90,https://i.ytimg.com/vi/pZXcv8bcJaM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pZXcv8bcJaM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/pZXcv8bcJaM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/pZXcv8bcJaM/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,4,youtube#video,pZXcv8bcJaM,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS44MjZDNDYzQjgwQzkzQzkz,2020-01-10 16:55:41+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,Manu Manzo - X La Ventana (Video Oficial),"Manu Manzo - “X La Ventana"" (Video Oficial) 
X La Ventana (Spotify): https://spoti.fi/2Tdrkhq
X La Ventana (Apple Music): https://apple.co/306r0me 
X La Ventana (Todos): https://UMLE.lnk.to/DespuesDeLas12

Suscríbete aquí: http://bit.ly/36ICvCQ

Sigue a Manu Manzo: 
Instagram: https://www.instagram.com/manumanzo/
Facebook: https://www.facebook.com/manumanzo/
Twitter: https://twitter.com/manumanzo


Letra: 
[Intro]
Tranquilo niño bájale dos
Si hay que hablar algo lo hablamos mañana Vamos a prender esta vaina Vinimos a llamar la atención


[Pre-Coro] Oooo esa es
la actitud Todo bonito tu Vibra se siente Y se contagia la gente 

[Coro] Vamos a tirar la
casa x la ventana Como que ya no hay otro fin de semana Up and down Up and down Q nadie se quede con ganas X2 [Verso 1] Mi cabeza ya no razona No t preocupes si se descontrola Vez Que aquí todos mis panas me conocen Y no se juzga después de las 12


[Pre-Coro] Oooo esa es
la actitud Todo bonito tu Vibra se siente Y se contagia la gente 

[Coro] Vamos a tirar la
casa x la ventana Como que ya no hay otro fin de semana Up and down Up and down Q nadie se quede con ganas X2


[Verso 2] Vamos a jurar
a qué gana el último que salga Si hay trabajo en la mañana igual nadie se salva X2


[Pre-Coro] Oooo esa es
la actitud Todo bonito tu Vibra se siente Y se contagia la gente 

[Coro] Vamos a tirar la
casa x la ventana Como que ya no hay otro fin de semana Up and down Up and down Q nadie se quede con gana

#ManuManzo #XLaVentana #DespuesDeLas12

Music video by Manu Manzo performing X La Ventana. © 2020 UMG Recordings, Inc.",https://i.ytimg.com/vi/e-ySJvwyvWE/default.jpg,120,90,https://i.ytimg.com/vi/e-ySJvwyvWE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/e-ySJvwyvWE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/e-ySJvwyvWE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/e-ySJvwyvWE/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,5,youtube#video,e-ySJvwyvWE,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS5FRDc0QkQxMzlEMTZBMzg0,2020-01-13 16:28:27+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,Princesa Alba & Alizzz - Mi Culpa (Video Oficial),"Music Video by Princesa Alba performing Mi Culpa | © 2020 PRINCESA ALBA

Créditos “Mi culpa”
Dirigido por
Gowosa

Producido por
ViceVersa Films

Co-Producción con
Rinoceronte Films

Producción General:
Javiera Pinto Vuković

Asistente de Dirección:
Jennifer Torres R.

Asistentes de Producción:
Francisco Rodríguez Pozo
Nicolás Vergara
Moz

Dirección de Fotografía:
Manuel Vlastelica

1º Asistente de Cámara:
Alejandra Torres

2º Asistente de Cámara:
Tomás Díaz

Gaffer:
Diego Lagos

Eléctrico:
Benjamín Araya

Dirección de Arte:
Paola Meza y Antonia Santibáñez

Maquillaje y Pelo:
Iván Barría

Asistente de Maquillaje:
Karina Lobos

Vestuario:
Matías Núñez
Ian Walton

Coreografía:
Yeimy Navarro

Bailarinas:
María Paz Rojas
Volantina Contador
Cena Sieyodji
Belén Herrera

Making of:
Tiara Bustamante

Fotografía fija:
Val Palavecino

Montaje:
Cristian Fuentes

Asesoría Montaje:
Francisco Victoria

Post Producción color:
Hernán Saavedra

Créditos:
Valentina Figueroa

Agradecimientos:
- Constance Studio
- Solo Para Muñecas
- Tommy Hilfiger
- Jotha Jerez
- Aquaboho
- Retrovisión
- Sunglass Hut",https://i.ytimg.com/vi/Q6DgQcA2DOw/default.jpg,120,90,https://i.ytimg.com/vi/Q6DgQcA2DOw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Q6DgQcA2DOw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Q6DgQcA2DOw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Q6DgQcA2DOw/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,6,youtube#video,Q6DgQcA2DOw,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS41MkJFMDEwMDIxMkRDREQ3,2019-12-18 16:53:09+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,Kali Uchis - Solita (Official Video),"Solita out now: https://smarturl.it/KaliUchisSolita

Follow Kali Uchis:
Website: http://kaliuchis.com/
Instagram: https://www.instagram.com/kaliuchis/
Twitter: https://twitter.com/KALIUCHIS
Facebook: https://www.facebook.com/KaliUchis
SoundCloud: https://soundcloud.com/kaliuchis

LYRICS:

VERSE 1
Como una espina de rosa 
Cuando yo te vi con otra 
Fue lo que sentí
Te quiero pa’ mi

En una calle rota 
Serpiente venenosa 
Anoche soñé que estabas aquí

Well I got a feeling these scars 
won’t ever look like their old news
If I let you keep on rubbing salt into all my open wounds
I wish I could keep everything that you took of me but the photos 
But you keep a piece of me locked
In a secret spot we called home 

CHORUS
Solita Solita 
Bailando aquí sola como a mi me gusta 
Solita Solita
Bailando aquí sola 
es mejor que con el diablo 

Mmmmm
sola sola sola sola X2 
Mejor que con el diablo X2
Mmmmmm
sola sola sola sola X2 

VERSE 2
Rooted in your ways
you won’t ever know you won’t ever see 
Who I am today 
The roots of my soul
Now I need to face my demons alone 
mmmm mmmm
So close I could smell his cologne 
He ask me why I’m all alone 

CHORUS
Solita Solita 
Bailando aquí sola como a mi me gusta 
Solita Solita
Balando a que sola 
es mejor que con el diablo 

Mmmmm
sola sola sola sola X2 
Mejor que con el diablo X2
Mmmmmm
sola sola sola sola X2

#KaliUchis #Solita


Directed by Amber Grace Johnson 
Produced by Object & Animal 

#KaliUchis #Solita",https://i.ytimg.com/vi/MTdj-6Bd5wk/default.jpg,120,90,https://i.ytimg.com/vi/MTdj-6Bd5wk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MTdj-6Bd5wk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/MTdj-6Bd5wk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/MTdj-6Bd5wk/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,7,youtube#video,MTdj-6Bd5wk,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS41MUY0NzFFRjMwMkI3RTI1,2019-12-18 21:08:31+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,"Aitana, Cali Y El Dandee - +","+, canción de Aitana y Cali y El Dandee ya disponible en tu plataforma digital:
 https://umusices.lnk.to/ACyEDYD

Music video by Aitana, Cali Y El Dandee performing +. © 2019 Universal Music Spain, S.L.U.

http://vevo.ly/l4kJNN",https://i.ytimg.com/vi/pPoAE5DnQRg/default.jpg,120,90,https://i.ytimg.com/vi/pPoAE5DnQRg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pPoAE5DnQRg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/pPoAE5DnQRg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/pPoAE5DnQRg/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,8,youtube#video,pPoAE5DnQRg,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
youtube#playlistItemListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/R7YDg8xY4FDgH61bknvvNnKPppo""",UEw5dFkwQldYT1pGc1ZOc0lVQ1BvSVRJdVpsek0zWTRicS41NkI0NEY2RDEwNTU3Q0M2,2019-12-13 17:36:50+00:00,UC2pmfLm7iq6Ov1UwYrWYkZA,Bad Gyal - Zorra,"Music video by Bad Gyal performing Zorra. © 2019 UMG Recordings, Inc.

http://vevo.ly/hUUxt4",https://i.ytimg.com/vi/ND2riyDD_oo/default.jpg,120,90,https://i.ytimg.com/vi/ND2riyDD_oo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ND2riyDD_oo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ND2riyDD_oo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ND2riyDD_oo/maxresdefault.jpg,1280.0,720.0,Vevo,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,9,youtube#video,ND2riyDD_oo,CDIQAA,228,50,snippet,PL9tY0BWXOZFsVNsIUCPoITIuZlzM3Y4bq,50,,2020-02-05 12:44:30.479135+00:00,
